start_point,rho,iterations,final_x,error,alert
-1.2,0.01,16,0.2705245695255163,0.15963513947643043,"ALERT (Res): Ugrzęźnięcie blisko osi w płaskim obszarze, błędny pierwiastek!"
-1.2,0.001,19,0.4033134688958811,0.026846240106065622,Brak
-1.2,0.0001,20,0.4265838054839194,0.0035759035180273346,Brak
-1.2,1e-05,21,0.4301320473116016,2.7661690345126555e-05,Brak
-1.2,1e-06,21,0.4301320473116016,2.7661690345126555e-05,Brak
-1.2,1e-07,22,0.4301597077612656,1.2406811134013651e-09,Brak
-1.2,1e-08,22,0.4301597077612656,1.2406811134013651e-09,Brak
-1.2,1e-09,22,0.4301597077612656,1.2406811134013651e-09,Brak
-1.1,0.01,16,0.30367007543606583,0.1264896335658809,"ALERT (Res): Ugrzęźnięcie blisko osi w płaskim obszarze, błędny pierwiastek!"
-1.1,0.001,18,0.3915837928530562,0.0385759161488905,Brak
-1.1,0.0001,19,0.42165412381124034,0.008505585190706377,Brak
-1.1,1e-05,20,0.4299512667240607,0.00020844227788602288,Brak
-1.1,1e-06,21,0.43015963733796475,7.166398197089308e-08,Brak
-1.1,1e-07,21,0.43015963733796475,7.166398197089308e-08,Brak
-1.1,1e-08,21,0.43015963733796475,7.166398197089308e-08,Brak
-1.1,1e-09,21,0.43015963733796475,7.166398197089308e-08,Brak
-1.0,0.01,15,0.2894671258582935,0.14069258314365324,"ALERT (Res): Ugrzęźnięcie blisko osi w płaskim obszarze, błędny pierwiastek!"
-1.0,0.001,17,0.38006926749142844,0.05009044151051828,Brak
-1.0,0.0001,19,0.4292830050945464,0.0008767039074003002,Brak
-1.0,1e-05,19,0.4292830050945464,0.0008767039074003002,Brak
-1.0,1e-06,20,0.43015836201436364,1.3469875830840472e-06,Brak
-1.0,1e-07,20,0.43015836201436364,1.3469875830840472e-06,Brak
-1.0,1e-08,21,0.43015970899901224,2.9344859875379825e-12,Brak
-1.0,1e-09,21,0.43015970899901224,2.9344859875379825e-12,Brak
-0.9,0.01,14,0.27678196603378263,0.1533777429681641,"ALERT (Res): Ugrzęźnięcie blisko osi w płaskim obszarze, błędny pierwiastek!"
-0.9,0.001,16,0.36944654000156535,0.06071316900038137,Brak
-0.9,0.0001,18,0.4277825280456882,0.0023771809562584956,Brak
-0.9,1e-05,19,0.4301485083718003,1.1200630146424029e-05,Brak
-0.9,1e-06,19,0.4301485083718003,1.1200630146424029e-05,Brak
-0.9,1e-07,20,0.4301597087988492,2.0309753878677839e-10,Brak
-0.9,1e-08,20,0.4301597087988492,2.0309753878677839e-10,Brak
-0.9,1e-09,20,0.4301597087988492,2.0309753878677839e-10,Brak
-0.8,0.01,13,0.26590750302825605,0.16425220597369067,"ALERT (Res): Ugrzęźnięcie blisko osi w płaskim obszarze, błędny pierwiastek!"
-0.8,0.001,16,0.4001607577300508,0.029998951271895946,Brak
-0.8,0.0001,17,0.4254731668960631,0.004686542105883595,Brak
-0.8,1e-05,18,0.4301085536924722,5.115530947452651e-05,Brak
-0.8,1e-06,18,0.4301085536924722,5.115530947452651e-05,Brak
-0.8,1e-07,19,0.4301597047493226,4.252624141720673e-09,Brak
-0.8,1e-08,19,0.4301597047493226,4.252624141720673e-09,Brak
-0.8,1e-09,19,0.4301597047493226,4.252624141720673e-09,Brak
-0.7,0.01,13,0.3066748069584098,0.1234849020435369,"ALERT (Res): Ugrzęźnięcie blisko osi w płaskim obszarze, błędny pierwiastek!"
-0.7,0.001,15,0.39394409075329473,0.03621561824865199,Brak
-0.7,0.0001,16,0.42281711090902274,0.00734259809292398,Brak
-0.7,1e-05,17,0.43001325999081913,0.0001464490111275918,Brak
-0.7,1e-06,18,0.4301596738320804,3.516986629703567e-08,Brak
-0.7,1e-07,18,0.4301596738320804,3.516986629703567e-08,Brak
-0.7,1e-08,18,0.4301596738320804,3.516986629703567e-08,Brak
-0.7,1e-09,18,0.4301596738320804,3.516986629703567e-08,Brak
